16	chrisballinger	Off-the-Record-iOS	0	"ChatSecure is a simple multiprotocol IM client for iOS that supports encrypted ""Off-the-Record"" messaging using Cypherpunks' libotr"	https://github.com/chrisballinger/Off-the-Record-iOS	https://chatsecure.org	242	84
17	xcatsan	iOS-Sample-Code	0	iOS Sample Code	https://github.com/xcatsan/iOS-Sample-Code	http://cocoadays.blogspot.com/	195	46
18	honcheng	iOS-StyledPageControl	0	Customizable PageControl for iOS	https://github.com/honcheng/iOS-StyledPageControl	http://honcheng.com	274	56
19	forcedotcom	SalesforceMobileSDK-iOS	0	Force.com mobile SDK for iOS applications	https://github.com/forcedotcom/SalesforceMobileSDK-iOS	https://github.com/forcedotcom/SalesforceMobileSDK-iOS	169	81
20	mattneub	Programming-iOS-Book-Examples	0	"Downloadable code examples for my book, ""Programming iOS 6""."	https://github.com/mattneub/Programming-iOS-Book-Examples	http://www.tidbits.com/matt	249	56
21	doukasd	iOS-Components	0	Misc components for the iOS. Just random stuff really but hopefully useful. Watch it or follow @doukasd for updates.	https://github.com/doukasd/iOS-Components	http://dev.doukasd.com	187	37
22	AviaryInc	Mobile-Feather-SDK-for-iOS	0	Aviary's photo editing SDK for iOS. Please email api@aviary.com with feedback/issues.	https://github.com/AviaryInc/Mobile-Feather-SDK-for-iOS	http://developers.aviary.com	354	62
23	bitstadium	HockeySDK-iOS	0	The official iOS SDK for the HockeyApp service (Releases are in the master branch, current development in the default develop branch)	https://github.com/bitstadium/HockeySDK-iOS	http://hockeyapp.net/releases	93	43
24	acoomans	iOS-MagnifyingGlass	0	A magnifying glass for iOS	https://github.com/acoomans/iOS-MagnifyingGlass		153	29
25	kulpreetchilana	Custom-iOS-Keyboards	0	Easily customizable custom inputView for iOS that imitates the native iOS keyboard.	https://github.com/kulpreetchilana/Custom-iOS-Keyboards		143	26
26	iFixit	iFixit-iOS	0	iFixit's iOS app for iPad, iPhone, and iPod touch	https://github.com/iFixit/iFixit-iOS	http://itunes.apple.com/us/app/ifixit-repair-manual/id407417097?mt=8	72	26
27	ColinEberhardt	iOS-ClearStyle	0	This project is a gesture-driven iOS to-do list application modelled on the iPhone Clear application.	https://github.com/ColinEberhardt/iOS-ClearStyle		80	35
28	funkyboy	Building-a-Jabber-client-for-iOS	0	"Source code for the tutorial ""Building a Jabber client for iOS"""	https://github.com/funkyboy/Building-a-Jabber-client-for-iOS	http://mobile.tutsplus.com/tutorials/iphone/building-a-jabber-client-for-ios-server-setup/	137	54
29	akopanev	iOS-Scratch-n-See	0	The project provides en effect when the user swipes the finger over one texture and by swiping reveals the texture underneath it. The effect can be applied for scratch-card action or wiping a misted glass.	https://github.com/akopanev/iOS-Scratch-n-See	http://www.cocoacontrols.com/platforms/ios/controls/scratch-n-see	140	29
30	mtigas	iOS-MapLayerDemo	0	Demo of using MKOverlayView (iOS 4.0) to render custom tile server overlays in a native iPhone app.	https://github.com/mtigas/iOS-MapLayerDemo		188	23
31	kwylez	Universal-iOS-App-Template	0	iPad/iPhone Universal App Template	https://github.com/kwylez/Universal-iOS-App-Template		108	33
32	britg	MultistrokeGestureRecognizer-iOS	0	A library for defining and detecting multi-stroke gestures created through touch-input on iOS devices	https://github.com/britg/MultistrokeGestureRecognizer-iOS		153	25
33	insurgentgames	Skeleton-Key-iOS	0	iPhone and iPod Touch version of Skeleton Key: is an addictive and unique puzzle game in which you shift keys around the board unlocking treasure chests. Made with cocos2d-iphone.	https://github.com/insurgentgames/Skeleton-Key-iOS	http://www.insurgentgames.com/skeleton-key/	90	23
34	orbotix	Sphero-iOS-SDK	0	Sphero™ is the amazing robotic ball ( gosphero.com ) created by Orbotix, this is the repository for the iOS SDK for Sphero™. Visit dev site for more information:	https://github.com/orbotix/Sphero-iOS-SDK	developer.gosphero.com	76	26
35	scarnie	iCade-iOS	0	MIT-licensed iOS SDK for iCade and iControlPad, including sample application	https://github.com/scarnie/iCade-iOS		100	13
36	liveservices	LiveSDK-for-iOS	0	Live SDK for iOS	https://github.com/liveservices/LiveSDK-for-iOS		73	32
37	nothingmagical	cheddar-ios	0	Cheddar for iOS	https://github.com/nothingmagical/cheddar-ios	https://cheddarapp.com/ios	2324	476
38	facebook	facebook-ios-sdk	0	Facebook SDK for iOS	https://github.com/facebook/facebook-ios-sdk	developers.facebook.com	3765	1294
39	honcheng	StyledTableViewCell-for-iOS	0	Customize table view cell border and highlights	https://github.com/honcheng/StyledTableViewCell-for-iOS		157	26
40	zimok	GoogleReaderAPI-iOS	0	Not mantained anymore! Check the README. An Objective-C wrapper around (unofficial) Google Reader API for iOS Apps. This is very ALPHA stage. 	https://github.com/zimok/GoogleReaderAPI-iOS		74	25
41	hayashi311	Color-Picker-for-iOS	0	ColorPicker for iPhone and iPod touch	https://github.com/hayashi311/Color-Picker-for-iOS		96	20
42	mjisrawi	iOS-Geocoding-Services	0	Custom lightweight iOS forward and reverse geocoding services using Google's JSON geocoding API (v3) 	https://github.com/mjisrawi/iOS-Geocoding-Services		51	19
43	honcheng	SliderPageControl-for-iOS	0	An alternative for UIPageControl	https://github.com/honcheng/SliderPageControl-for-iOS	http://honcheng.com	128	24
44	couchbaselabs	iOS-Couchbase-Demo	0	Mobile Couchbase demo app for iOS	https://github.com/couchbaselabs/iOS-Couchbase-Demo		80	14
45	OiNutter	Coderwall-iOS	0	iOS app for Coderwall.com	https://github.com/OiNutter/Coderwall-iOS		60	14
46	MetaWatchOpenProjects	MWM-for-iOS-Gen1	0	iOS application project that demonstrates connectivity with Meta Watch Bluetooth 4.0 capable watches	https://github.com/MetaWatchOpenProjects/MWM-for-iOS-Gen1		75	28
47	SlavaBushtruk	Alterplay-iOS-dev-tips	0	We often discover simple solution while working on our games and apps for iPhone	https://github.com/SlavaBushtruk/Alterplay-iOS-dev-tips	http://www.alterplay.com/ios-dev-tips/	88	15
48	Frahaan	2012-Olympics-iOS--iPad-and-iPhone--source-code	0	Here is the source code for my 2012 Olympics app for every iOS device, app store link (http://itunes.apple.com/us/app/2012-olympics/id436759882?mt=8&ls=1). Developer website (http://www.thunderkeybolt.com)	https://github.com/Frahaan/2012-Olympics-iOS--iPad-and-iPhone--source-code	http://itunes.apple.com/us/app/2012-olympics/id436759882?mt=8&ls=1	98	41
49	mobilerengler	iOS-Adaptive-Metal-Knob	0	A knob made in iOS that simulates real-time reflection updates on a brushed metal surface	https://github.com/mobilerengler/iOS-Adaptive-Metal-Knob		142	11
50	modolabs	Kurogo-iOS	0	Kurogo for iOS is a framework for developing native iOS client apps in conjunction with Kurogo.  Kurogo (https://github.com/modolabs/Kurogo-Mobile-Web) is a PHP framework for delivering high quality, data driven customizable content to a wide range of mobile devices.	https://github.com/modolabs/Kurogo-iOS		39	17
51	AFNetworking	AFNetworking	0	A delightful iOS and OS X networking framework	https://github.com/AFNetworking/AFNetworking	http://afnetworking.com	6767	1521
52	CabForward	iOS-on-Rails	0	Course Materials and Assignments for iOS on Rails Course	https://github.com/CabForward/iOS-on-Rails		32	19
53	erica	iOS-6-Advanced-Cookbook	0	Recipes for working with the advanced features of iOS 6	https://github.com/erica/iOS-6-Advanced-Cookbook		59	16
54	noradaiko	ZenPlayer-for-iOS	0	ZenPlayer wrote with objective-c	https://github.com/noradaiko/ZenPlayer-for-iOS		76	13
55	timd	Pro-iOS-TableViews	0	Code for Pro iOS TableViews book	https://github.com/timd/Pro-iOS-TableViews	http://adoptioncurve.net/writing	48	17
56	honcheng	AcornCharts-for-iOS	0	Fun way to display charts using balls that responds to device tilting 	https://github.com/honcheng/AcornCharts-for-iOS		87	11
57	mateagar	Motion-JPEG-Image-View-for-iOS	0	Generic UIImageView subclass designed to load and play Motion-JPEG streams such as commonly used with IP cameras, etc.	https://github.com/mateagar/Motion-JPEG-Image-View-for-iOS	http://thinkflood.com/support/redeye/software/open-source-software/motion-jpeg-image-view-ios/	65	20
58	mneuwert	iOS-Custom-Controls	0		https://github.com/mneuwert/iOS-Custom-Controls		37	13
59	cocoacamp	CocoaCamp-iOS-App	0	iOS App for the (un)conference event of people interested in developing on the iPad, iPhone, iPod touch & Mac OS X.	https://github.com/cocoacamp/CocoaCamp-iOS-App	http://www.cocoacamp.org	43	16
60	vfr	Reader	0	PDF Reader Core for iOS	https://github.com/vfr/Reader	http://www.vfr.org/	1442	344
61	vvanhee	Google-Local-Search-iOS	0	Find businesses / other locations by name or address using Google's Local Search API JSON interface (in Objective C, for iPhone SDK).	https://github.com/vvanhee/Google-Local-Search-iOS	http://www.totagogo.com/2011/02/08/google-local-search-ios-code/	50	14
62	jameswomack	iOS-Image-Filters	0	High-level image filtering on iOS 5+ using CoreImage & raster graphic overlays	https://github.com/jameswomack/iOS-Image-Filters		43	11
63	floriankrueger	iOS-Examples--UITableView-Combo-Box	0	A small example on how to create UITableViews with Combo Box styled UITableViewCells	https://github.com/floriankrueger/iOS-Examples--UITableView-Combo-Box		61	18
64	AndreaBarbon	Puzzle-iOS	0		https://github.com/AndreaBarbon/Puzzle-iOS		19	20
65	allending	Kiwi	0	BDD for iOS	https://github.com/allending/Kiwi		979	128
66	honcheng	iOS-nodechat	0	iOS chat client for socket.io & node.js backend	https://github.com/honcheng/iOS-nodechat	http://honcheng.com	54	9
67	StonerHawk	Vkontakte-iOS-SDK	0	Vkontakte API implementation	https://github.com/StonerHawk/Vkontakte-iOS-SDK		33	12
68	brynbellomy	iOS-DragAndDrop	0	Versatile, easily configurable drag and drop classes for iPhone and iPad.	https://github.com/brynbellomy/iOS-DragAndDrop	http://robotbubblesort.tumblr.com/post/26340913733/drag-and-drop-on-ios	60	11
69	simplegeo	SimpleGeo-iOS	0		https://github.com/simplegeo/SimpleGeo-iOS		28	13
70	FLCLjp	iOS-GPX-Framework	0	This is an iOS framework for parsing/generating GPX files.	https://github.com/FLCLjp/iOS-GPX-Framework	http://gpxframework.com	34	11
71	darvin	SparkleShare-iOS	0	iOS Client for SparkleShare	https://github.com/darvin/SparkleShare-iOS	http://bit.ly/zA54N5	37	10
72	michaeltyson	iOS-Universal-Library-Template	0	An Xcode 4 project template to create universal (armv6, armv7 and simulator) frameworks for iOS. 	https://github.com/michaeltyson/iOS-Universal-Library-Template		69	9
73	chrisballinger	FFmpeg-iOS-Encoder	0	Encode video and audio from the camera and microphone using FFmpeg	https://github.com/chrisballinger/FFmpeg-iOS-Encoder		29	11
74	bontoJR	iOS-JSON-Performance	0	A project to test iOS JSON libraries	https://github.com/bontoJR/iOS-JSON-Performance	http://www.bonto.ch/blog/2011/12/08/json-libraries-for-ios-comparison-updated/	39	9
75	mwaterfall	MWPhotoBrowser	0	A simple iOS photo browser.	https://github.com/mwaterfall/MWPhotoBrowser	twitter.com/mwaterfall	988	256
76	markrickert	iOS-PagePeel-Example	0	Example Xcode project that shows how to replicate the cool iOS page peel effect. Detailed in a blog post here: http://skookum.com/blog/ios-peeling-effect/	https://github.com/markrickert/iOS-PagePeel-Example		64	9
77	bennyguitar	iOS----BubbleButtonView	0	Dynamically fill a UIView with rounded-corner UIButtons based off of an array of strings. This class also sequentially animates the adding and removing of buttons for a nice UI touch.	https://github.com/bennyguitar/iOS----BubbleButtonView		45	11
78	iclems	iOS-htmltopdf	0		https://github.com/iclems/iOS-htmltopdf		24	12
79	jverkoey	nimbus	0	The iOS framework that grows only as fast as its documentation	https://github.com/jverkoey/nimbus	nimbuskit.info	2666	496
80	RestKit	RestKit	0	RestKit is a framework for consuming and modeling RESTful web resources on iOS and OS X	https://github.com/RestKit/RestKit	http://www.restkit.org/	4209	1032
81	paypal	PayPal-iOS-SDK	0	Accept credit cards and PayPal in your iOS app	https://github.com/paypal/PayPal-iOS-SDK		43	10
82	alanzeino	iOS-CSE-Class-1	0	The repository for class 1.	https://github.com/alanzeino/iOS-CSE-Class-1		20	18
83	opentok	OpenTok-iOS-Hello-World	0	A simple demonstration of the OpenTok iOS SDK to get you started	https://github.com/opentok/OpenTok-iOS-Hello-World	http://www.tokbox.com/opentok/ios/docs/index.html	29	19
84	Singly	iOS-SDK	0	iOS SDK for Singly	https://github.com/Singly/iOS-SDK		22	11
85	chrisballinger	Cop-Recorder-iOS	0	Cop Recorder for iOS Devices - www.openwatch.net	https://github.com/chrisballinger/Cop-Recorder-iOS	http://itunes.apple.com/us/app/cop-recorder!/id433040863?mt=8	29	9
86	route-me	route-me	0	Open source map library for iOS	https://github.com/route-me/route-me		909	355
87	kissmetrics	KISSmetrics-iOS-Mac-OS-X-Library	0	Use the new KISSmetrics iOS/OS X Library to track your mobile/desktop app metrics	https://github.com/kissmetrics/KISSmetrics-iOS-Mac-OS-X-Library	http://www.kissmetrics.com	24	14
88	500px	500px-iOS-api	0	500px API Wrapper for Objective-C	https://github.com/500px/500px-iOS-api		37	10
89	GrioSF	Android-Pattern-Lock-on-iOS	0	Sample app that demonstrates the implementation of Android pattern lock on iOS	https://github.com/GrioSF/Android-Pattern-Lock-on-iOS	http://blog.grio.com/2011/11/android-pattern-lock-on-iphone.html	55	11
90	escoz	QuickDialog	0	QuickDialog - Quick and easy dialog screens for iOS	https://github.com/escoz/QuickDialog	http://escoz.com/open-source/quickdialog	2139	380
91	samvermette	SVProgressHUD	0	A clean and lightweight progress HUD for your iOS app.	https://github.com/samvermette/SVProgressHUD	http://samvermette.com/199	2055	352
92	me2day	libPhoneNumber-iOS	0	iOS library for parsing, formatting, storing and validating international phone numbers from libphonenumber library.	https://github.com/me2day/libPhoneNumber-iOS		62	7
93	maniacdev	iOS-Balloon-Game-Tutorial	0	These are the source code files for the related iPhone game tutorial created with the Sparrow Framework.	https://github.com/maniacdev/iOS-Balloon-Game-Tutorial	http://maniacdev.com/2010/08/beginners-iphone-action-game-tutorial/	24	12
94	bigjko	Flx-iOS-template	0	Unofficial Flixel iOS template for Xcode	https://github.com/bigjko/Flx-iOS-template		71	5
95	cocos2d	cocos2d-iphone	0	cocos2d for iOS and OS X, built using Objective-C	https://github.com/cocos2d/cocos2d-iphone	http://www.cocos2d-iphone.org	2676	680
96	BradLarson	GPUImage	0	An open source iOS framework for GPU-based image and video processing	https://github.com/BradLarson/GPUImage	http://www.sunsetlakesoftware.com/2012/02/12/introducing-gpuimage-framework	2972	682
97	MugunthKumar	MKStoreKit	0	In-App Purchases StoreKit for iOS devices	https://github.com/MugunthKumar/MKStoreKit	http://blog.mugunthkumar.com/coding/mkstorekit-4-0-supporting-auto-renewable-subscriptions	1037	208
98	ericjohnson	canabalt-ios	0	Open source release of Canabalt for iOS	https://github.com/ericjohnson/canabalt-ios	www.semisecretsoftware.com	1233	162
99	anton-nikan	iOS-Animation-Kit	0	Animation Kit for frame animation on iOS	https://github.com/anton-nikan/iOS-Animation-Kit		43	6
100	mhausherr	Light-Untar-for-iOS	0	Very light and pragmatic untar utility for iOS	https://github.com/mhausherr/Light-Untar-for-iOS		25	11
101	pkyeck	socket.IO-objc	0	socket.io v0.7.2+ for iOS devices	https://github.com/pkyeck/socket.IO-objc		625	136
102	robbiehanson	CocoaAsyncSocket	0	Asynchronous socket networking library for Mac and iOS	https://github.com/robbiehanson/CocoaAsyncSocket		1385	329
103	devinross	tapkulibrary	0	tap + haiku = tapku, a well crafted open source iOS framework	https://github.com/devinross/tapkulibrary	http://devinsheaven.com/tapku/documentation	3119	487
104	honcheng	iOSPlot	0	Chart library for iOS	https://github.com/honcheng/iOSPlot	http://honcheng.com	684	121
105	gdavis	iOS-CoreImage-Camera	0	Test project for using CoreImage with AVFoundation Camera Capture	https://github.com/gdavis/iOS-CoreImage-Camera		37	8
106	square	KIF	0	Keep It Functional - An iOS Functional Testing Framework	https://github.com/square/KIF		1511	258
107	mwaterfall	MWFeedParser	0	An Objective-C RSS / Atom Feed Parser for iOS	https://github.com/mwaterfall/MWFeedParser	twitter.com/mwaterfall	1128	305
108	Inferis	ViewDeck	0	An implementation of the sliding functionality found in the Path 2.0 or Facebook iOS apps.	https://github.com/Inferis/ViewDeck		2624	472
109	FLCLjp	iOS-KML-Framework	0	This is an iOS framework for parsing/generating KML files.	https://github.com/FLCLjp/iOS-KML-Framework	http://kmlframework.com	33	6
110	gavinkwoe	BeeFramework	0	A Powerful rapid MVC framework for iOS	https://github.com/gavinkwoe/BeeFramework	http://www.bee-framework.com	460	234
111	tombenner	nui	0	Style iOS apps with a style sheet, similar to CSS	https://github.com/tombenner/nui		1835	186
112	nicklockwood	iCarousel	0	A simple, highly customisable, data-driven 3D carousel for iOS and Mac OS	https://github.com/nicklockwood/iCarousel	http://www.charcoaldesign.co.uk/source/cocoa#icarousel	2020	442
113	openplans	OpenTripPlanner-iOS	0	An iOS app that gives users the ability to plan trip itineraries powered by OpenTripPlanner.	https://github.com/openplans/OpenTripPlanner-iOS		35	7
114	robbiehanson	XMPPFramework	0	An XMPP Framework in Objective-C for Mac and iOS	https://github.com/robbiehanson/XMPPFramework		799	283
115	codenauts	HockeySDK-iOS	0		https://github.com/codenauts/HockeySDK-iOS		40	5
116	brierwood	RunKeeper-iOS	0	An iOS RunKeeper API module	https://github.com/brierwood/RunKeeper-iOS		17	8
117	JamesBrocklehurst	Portfolio-iOS-App	0	Basic template for an iPhone porfolio app	https://github.com/JamesBrocklehurst/Portfolio-iOS-App		14	9
118	mateagar	Color-Picker-for-iOS	0	Reusable user interface control for selecting RGB, HSV, or Hexadecimal colors in iOS applications.	https://github.com/mateagar/Color-Picker-for-iOS	http://thinkflood.com/support/redeye/software/open-source-software/color-picker-ios/	29	7
119	OmidH	Filtrr	0	iOS Image filter library	https://github.com/OmidH/Filtrr		469	79
120	soffes	sstoolkit	0	A collection of well-documented iOS classes for making life easier	https://github.com/soffes/sstoolkit	http://sstoolk.it	1830	308
121	coneybeare	UAModalPanel	0	An animated modal panel alternative for iOS	https://github.com/coneybeare/UAModalPanel	http://code.coneybeare.net/uamodalpanel-an-open-source-modal-panel-alter	694	106
122	moredip	Frank	0	Automated acceptance tests for native iOS apps	https://github.com/moredip/Frank	www.testingwithfrank.com	892	191
123	linkedin	LIExposeController	0	Expose style navigation for iOS apps	https://github.com/linkedin/LIExposeController		737	103
124	addimage	iOS	0	iOS libraries	https://github.com/addimage/iOS		2	7
125	domesticcatsoftware	DCIntrospect	0	Small library of visual debugging tools for iOS.	https://github.com/domesticcatsoftware/DCIntrospect	domesticcat.com.au/projects/introspect	1383	137
126	tciuro	NoticeView	0	A TweetBot-like notice component for iOS.	https://github.com/tciuro/NoticeView		637	105
127	rbreve	iOS-Image-Filters	0	iOS Image Filters like instagram using Core Image	https://github.com/rbreve/iOS-Image-Filters		22	6
128	lomanf	PaperStack	0	iOS Page Curl filter	https://github.com/lomanf/PaperStack	http://api.mutado.com/mobile/paperstack/	374	82
129	kevingibbon	KGStatusBar	0	A minimal status bar for iOS. 	https://github.com/kevingibbon/KGStatusBar		544	63
130	boos1993	iOS-Syntax-Highlighter	0	A subclassed UITextView that highlights syntax	https://github.com/boos1993/iOS-Syntax-Highlighter		21	6
131	betzerra	MosaicUI	0	A tiled UI for iOS and iPhone	https://github.com/betzerra/MosaicUI		480	62
132	sobri909	MGBox2	0	Simple, quick iOS tables, grids, and more	https://github.com/sobri909/MGBox2		981	146
133	wordpress-mobile	WordPress-iOS	0	Mirror of WordPress for iOS. Accepting pull requests. Public SVN: http://ios.svn.wordpress.org Trac: http://ios.trac.wordpress.org	https://github.com/wordpress-mobile/WordPress-iOS		8	10
134	PrimaryFeather	Sparrow-Framework	0	The Open Source Game Engine for iOS	https://github.com/PrimaryFeather/Sparrow-Framework	http://www.sparrow-framework.org	506	102
135	DuncanMC	iOS-CAAnimation-group-demo	0	This is a demo project that illustrates various 	https://github.com/DuncanMC/iOS-CAAnimation-group-demo		22	7
136	kishikawakatsumi	ClassicMap	0	Google Map is back to iOS 6.	https://github.com/kishikawakatsumi/ClassicMap		544	89
137	robbiehanson	CocoaLumberjack	0	A fast & simple, yet powerful & flexible logging framework for Mac and iOS	https://github.com/robbiehanson/CocoaLumberjack		1390	240
138	biznickman	Custom-iOS-Tab-Bar	0	A really simple way of customizing an iOS tab bar with little effort.	https://github.com/biznickman/Custom-iOS-Tab-Bar		73	4
139	kolinkrewinkel	KKGridView	0	Deprecated: See the readme for more info. — Gridview for iOS.	https://github.com/kolinkrewinkel/KKGridView	https://github.com/kolinkrewinkel/KKGridView	784	136
140	stuartkhall	iOS-Buttons	0	Simple scalable iOS buttons	https://github.com/stuartkhall/iOS-Buttons		25	5
141	ptshih	PSCollectionView	0	A simple open source implementation of a Pinterest Pinboard for iOS	https://github.com/ptshih/PSCollectionView		623	161
142	mattt	GroundControl	0	Remote configuration for iOS	https://github.com/mattt/GroundControl		697	41
143	mikefrederick	MFSideMenu	0	Facebook-like side menu for iOS	https://github.com/mikefrederick/MFSideMenu		469	97
144	aleksbreian1103	iOS	0	iOS Coding Together	https://github.com/aleksbreian1103/iOS		9	6
145	felipek	Consumo-iOS	0	iOS client for Consumo framework	https://github.com/felipek/Consumo-iOS		24	5
146	ud7	iLabyrinth	0	iOS game	https://github.com/ud7/iLabyrinth	http://itunes.apple.com/WebObjects/MZStore.woa/wa/viewSoftware?id=380886785&mt=8	139	50
147	xissburg	XBPageCurl	0	A decent page curl transition for iOS.	https://github.com/xissburg/XBPageCurl		500	77
148	tochi	custom-callout-sample-for-iOS	0	Custom callout sample for iOS.	https://github.com/tochi/custom-callout-sample-for-iOS	http://www.aguuu.com/archives/2011/05/ios-custom-callout/	25	8
149	microsoft-hsg	HealthVault-Mobile-iOS-Library	0	The HealthVault team has recently added the capability to write applications that will run on Mobile Devices and connect directly to the HealthVault Service. HealthVault iOS library enables developers to write iOS applications which interact with a user's personally controlled health record. The “go live” process to deploy an application against the production HealthVault service can be found at http://msdn.microsoft.com/en-us/healthvault/bb962148. Information about the API that the HealthVault service exposes can be in the documentation in HealthVault .NET SDK.	https://github.com/microsoft-hsg/HealthVault-Mobile-iOS-Library	http://msdn.com/healthvault	31	7
150	samvermette	SVWebViewController	0	A drop-in inline browser for your iOS app.	https://github.com/samvermette/SVWebViewController	http://samvermette.com/173	655	133
151	ustwo	US2FormValidator	0	Form validation framework for iOS.	https://github.com/ustwo/US2FormValidator		396	51
152	3taps	3taps-iOS-Client	0	Official 3taps iOS API client library	https://github.com/3taps/3taps-iOS-Client	http://3taps.com/developers	17	7
153	samvermette	SVSegmentedControl	0	A UISwitch-like segmented control for your iOS app.	https://github.com/samvermette/SVSegmentedControl	http://samvermette.com/255	738	104
154	robbiehanson	CocoaHTTPServer	0	A small, lightweight, embeddable HTTP server for Mac OS X or iOS applications	https://github.com/robbiehanson/CocoaHTTPServer		929	213
155	WhisperSystems	TextSecure-iOS	0		https://github.com/WhisperSystems/TextSecure-iOS		31	4
156	masbog	PrivateFrameworkHeader-iOS-iPhone-5.-	0	Header of privete framework iOS iPhone 5.0.*	https://github.com/masbog/PrivateFrameworkHeader-iOS-iPhone-5.-		19	10
157	spoletto	SquareQuote	0	SquareQuote for iOS	https://github.com/spoletto/SquareQuote	https://squarequote.it/	172	32
158	dennisreimann	ioctocat	0	GitHub App for iOS (works on the iPhone, iPad, and iPod Touch)	https://github.com/dennisreimann/ioctocat	http://ioctocat.com/	1202	149
159	TheRealKerni	QuincyKit	0	Live crash report management for iOS and Mac OS X. AppStore ready on iOS only! Follow news on Twitter via @hockeyapp	https://github.com/TheRealKerni/QuincyKit	http://quincykit.net	1013	185
160	acti0nm4n	Phonegap-Orientation-iOS	0	phonegap-orientation-ios	https://github.com/acti0nm4n/Phonegap-Orientation-iOS		11	7
161	steipete	PSFoundation	0	Categories and helper classes for iOS projects.	https://github.com/steipete/PSFoundation	http://twitter.com/steipete	482	59
162	evernote	evernote-sdk-ios	0	Evernote SDK for iOS	https://github.com/evernote/evernote-sdk-ios		230	58
163	MugunthKumar	MKNetworkKit	0	ARC ready Networking Framework with built in authentication and HTTP 1.1 caching standards support for iOS 5+ devices	https://github.com/MugunthKumar/MKNetworkKit	http://mk.sg/8w	1600	349
164	alikaragoz	AKTabBarController	0	Adaptative and customizable tab bar for iOS.	https://github.com/alikaragoz/AKTabBarController		336	67
165	kokoabim	iOSOpenDev	0	iOS Open Development	https://github.com/kokoabim/iOSOpenDev	http://www.iOSOpenDev.com	196	57
166	ylechelle	OpenUDID	0	Open source initiative for a universal and persistent UDID solution for iOS	https://github.com/ylechelle/OpenUDID	OpenUDID.org	821	155
167	opentok	OpenTok-iOS-Basic-Tutorial	0	A demonstration of the OpenTok iOS SDK	https://github.com/opentok/OpenTok-iOS-Basic-Tutorial	http://www.tokbox.com/opentok/ios/docs/index.html	15	9
168	kuapay	iOS-Certificate--Key--and-Trust-Sample-Project	0	This project derives content heavily from iOS Certificate, Key, and Trust Programming guide.  It's primary purpose is to give the user the ability to quickly import/export RSA private keys from the keychain to the console.	https://github.com/kuapay/iOS-Certificate--Key--and-Trust-Sample-Project	https://www.kuapay.com	31	8
169	anton-nikan	iOS-Game-Center-Cache	0	Complete scoring/achievements solution with weak linkage to Game Center	https://github.com/anton-nikan/iOS-Game-Center-Cache		39	4
170	wikimedia	Commons-iOS	0	Wikimedia Commons uploader app for iOS	https://github.com/wikimedia/Commons-iOS		8	7
